event_id,game_session,timestamp,event_data,installation_id,event_count,event_code,game_time,title,type,world
0330ab6a,a022c3f60ba547e7,2019-09-10T16:55:17.388Z,"{""description"":""That's not enough food. Try putting a piece on the scale, to make that side heavier!"",""identifier"":""1438"",""media_type"":""animation"",""total_duration"":5875,""round"":1,""event_count"":83,""game_time"":65286,""event_code"":3020}",00abaee7,83,3020,65286,Chow Time,Game,CRYSTALCAVES
2230fab4,a022c3f60ba547e7,2019-09-10T16:55:17.388Z,"{""description"":""That's too much food. Try taking a piece off the scale, to make that side lighter!"",""identifier"":""1437"",""media_type"":""animation"",""duration"":3650,""round"":1,""event_count"":82,""game_time"":65286,""event_code"":3120}",00abaee7,82,3120,65286,Chow Time,Game,CRYSTALCAVES
d185d3ea,a022c3f60ba547e7,2019-09-10T16:55:17.430Z,"{""weight"":3,""resources"":[1,1],""coordinates"":{""x"":178,""y"":751,""stage_width"":1015,""stage_height"":762},""duration"":943,""round"":1,""event_count"":84,""game_time"":65337,""event_code"":4035}",00abaee7,84,4035,65337,Chow Time,Game,CRYSTALCAVES
cfbd47c8,a022c3f60ba547e7,2019-09-10T16:55:18.999Z,"{""weight"":3,""source"":""scale"",""resources"":[1,1,3],""coordinates"":{""x"":253,""y"":349,""stage_width"":1015,""stage_height"":762},""round"":1,""event_count"":85,""game_time"":66903,""event_code"":4030}",00abaee7,85,4030,66903,Chow Time,Game,CRYSTALCAVES
d185d3ea,a022c3f60ba547e7,2019-09-10T16:55:19.539Z,"{""weight"":3,""resources"":[1,1,3],""coordinates"":{""x"":108,""y"":578,""stage_width"":1015,""stage_height"":762},""duration"":533,""round"":1,""event_count"":86,""game_time"":67436,""event_code"":4035}",00abaee7,86,4035,67436,Chow Time,Game,CRYSTALCAVES
2230fab4,a022c3f60ba547e7,2019-09-10T16:55:19.887Z,"{""description"":""That's not enough food. Try putting a piece on the scale, to make that side heavier!"",""identifier"":""1438"",""media_type"":""animation"",""duration"":2501,""round"":1,""event_count"":87,""game_time"":67787,""event_code"":3120}",00abaee7,87,3120,67787,Chow Time,Game,CRYSTALCAVES
0330ab6a,a022c3f60ba547e7,2019-09-10T16:55:19.887Z,"{""description"":""That's not enough food. Try putting a piece on the scale, to make that side heavier!"",""identifier"":""1438"",""media_type"":""animation"",""total_duration"":5875,""round"":1,""event_count"":88,""game_time"":67787,""event_code"":3020}",00abaee7,88,3020,67787,Chow Time,Game,CRYSTALCAVES
cfbd47c8,a022c3f60ba547e7,2019-09-10T16:55:21.032Z,"{""weight"":1,""source"":""resources"",""resources"":[3,1,3],""coordinates"":{""x"":481,""y"":695,""stage_width"":1015,""stage_height"":762},""round"":1,""event_count"":89,""game_time"":68936,""event_code"":4030}",00abaee7,89,4030,68936,Chow Time,Game,CRYSTALCAVES
4ef8cdd3,a022c3f60ba547e7,2019-09-10T16:55:21.898Z,"{""weight"":1,""correct"":true,""scale_weight"":1,""scale_contents"":[1],""coordinates"":{""x"":267,""y"":378,""stage_width"":1015,""stage_height"":762},""duration"":867,""round"":1,""event_count"":90,""game_time"":69803,""event_code"":4020}",00abaee7,90,4020,69803,Chow Time,Game,CRYSTALCAVES
0330ab6a,a022c3f60ba547e7,2019-09-10T16:55:22.336Z,"{""description"":""That's not enough food. Try putting a piece on the scale, to make that side heavier!"",""identifier"":""1438"",""media_type"":""animation"",""total_duration"":5875,""round"":1,""event_count"":92,""game_time"":70236,""event_code"":3020}",00abaee7,92,3020,70236,Chow Time,Game,CRYSTALCAVES
2230fab4,a022c3f60ba547e7,2019-09-10T16:55:22.336Z,"{""description"":""That's not enough food. Try putting a piece on the scale, to make that side heavier!"",""identifier"":""1438"",""media_type"":""animation"",""duration"":2449,""round"":1,""event_count"":91,""game_time"":70236,""event_code"":3120}",00abaee7,91,3120,70236,Chow Time,Game,CRYSTALCAVES
2230fab4,a022c3f60ba547e7,2019-09-10T16:55:28.237Z,"{""description"":""That's not enough food. Try putting a piece on the scale, to make that side heavier!"",""identifier"":""1438"",""media_type"":""animation"",""duration"":5901,""round"":1,""event_count"":93,""game_time"":76137,""event_code"":3120}",00abaee7,93,3120,76137,Chow Time,Game,CRYSTALCAVES
cfbd47c8,a022c3f60ba547e7,2019-09-10T16:55:28.601Z,"{""weight"":1,""source"":""resources"",""resources"":[3,3],""coordinates"":{""x"":588,""y"":695,""stage_width"":1015,""stage_height"":762},""round"":1,""event_count"":94,""game_time"":76504,""event_code"":4030}",00abaee7,94,4030,76504,Chow Time,Game,CRYSTALCAVES
d185d3ea,a022c3f60ba547e7,2019-09-10T16:55:29.559Z,"{""weight"":1,""resources"":[3,3],""coordinates"":{""x"":877,""y"":298,""stage_width"":1015,""stage_height"":762},""duration"":953,""round"":1,""event_count"":95,""game_time"":77457,""event_code"":4035}",00abaee7,95,4035,77457,Chow Time,Game,CRYSTALCAVES
cfbd47c8,a022c3f60ba547e7,2019-09-10T16:55:30.585Z,"{""weight"":1,""source"":""resources"",""resources"":[3,3],""coordinates"":{""x"":588,""y"":695,""stage_width"":1015,""stage_height"":762},""round"":1,""event_count"":96,""game_time"":78487,""event_code"":4030}",00abaee7,96,4030,78487,Chow Time,Game,CRYSTALCAVES
